Thread ID,Comment
UgwK7t7LTLWYlV8tLhV4AaABAg,"Well I was waiting to see if they would get rid of that skinny ass screen. Looks like they failed me. Looks like the Google fold is the top dog. The second I can go into a store and buy it, I&#39;m no longer a galaxy user."
UgwuUu80XM0CcvWoBHx4AaABAg,"they saw that the $1800 was palatable enough to drive some decent sales, driven by aggressive trade-in values.   So yeah, I don&#39;t think they want to lower that price any time soon. It&#39;s the bar they&#39;ve set."
UgxQq_DEl2h1xGvusdh4AaABAg,i feel like one day they’ll get rid of the crease. i don’t know how but i feel like it will come. maybe a more flexible screen. who knows. when it comes it’ll be perfect
UgwdIm724uiPjnB3gkd4AaABAg,Samsung is waiting for Apple to release a foldable phone and copy it🙂
Ugw-Gw8ptRuf1KEm0S54AaABAg,"It seams like the flip5 and fold5 are just prototypes of the 6 series. I may just wait for the 6 and stick to my fold 3 and flip 4. The hinge is perfekt in my eyes, but only time will tell, if it is really improved or just nice idea that can&#39;t face reality."
UgzrS60FU_JRW8FyJpF4AaABAg,It&#39;s an odd request...but I&#39;d love to see a return of the Galaxy Active phones
UgxB1HUc1RRLlnr8WcB4AaABAg,Who is buying these??
UgyQ9GGx-skR-WdhThF4AaABAg,"Yeah, another year another disappointment. Ima just buy an oppo"
Ugx6Ebs0wVO8Yo2o7hl4AaABAg,"I&#39;m so damn excited. I almost bought a Z Fold 4 about 7 months ago because my S10 5G is starting to show it&#39;s age but didn&#39;t wanna upgrade until the Fold 5 came out since it was just over 6 months away. I&#39;ve gone with Samsung phones since my S5 so I&#39;m probably gonna stick with them but I am curious in the other foldables on the market. After holding the Fold 4 though, I really enjoy the skinnier shape of the front screen so I think I&#39;ve pretty much already made my mind up lol"
UgyL4bbyHvpa2Ls18g94AaABAg,"Great, the back is glass, now u need to worry about scratches everywhere"
UgyncywI8_ZtM5OwUZ54AaABAg,"Unlike the iPhone that changes the color, and everyone goes crazy.  I&#39;m just waiting for the iPhone to come out with a flip phone and claim they are innovating."
UgzgSlCKUGrlfhP61oV4AaABAg,I regretted buying my fold4 like a month later I was extremely let down with the camera set up and craaaap quality of photos I compared it to my note 9 and it was only slightly better. I&#39;ll be dropping the folders till they can either drop prices drastically or give me the s23 ultra camera set up and quaily I&#39;ll take the 22 or 21 ultras cameras for 1900 dollars for the fold4. The big screen was cool for a bit but still wasn&#39;t even that crispy or sharp I wish I would have went with the 23ultra im dropping this phone soon and going back to the s line asap. And it&#39;s even more disappointing to hear that the the fold 5 is identical in specs upsets me that I bought into the fold with hopes that next generation would be leaps ahead or that I&#39;d at least get a camera setup worthy of the 1800 dollar price tag.
UgxWVXEFzTSAG79NrRN4AaABAg,Peace ✌🏻
UgyEWS5WqEzHFL6Gskx4AaABAg,Sooooo it’s the same. 😂
Ugxv_WwAVPj-GpSyIv94AaABAg,Ngl. Galaxy Fold  kinda has become my dream phone after fold 2 came
Ugy9BbUp0FdZsFybaHh4AaABAg,Mine don’t even flip. It just lays there 😢.
UgzfexwAaw7KSB_2JD94AaABAg,Dont buy this if u all waiting for IPhone USB-C😊
UgyttAUxr6ZyWkR_FNt4AaABAg,The z flip 5 is essentially using the same cameras as the z flip 1.... Can&#39;t justify having such a shitty camera in what is considered to be somewhat of a flagship device
UgyUeU_n4k0-S-VPikd4AaABAg,Very underwhelming Samsung for flagship devices.
UgxI8wWU5cltYb7fyU54AaABAg,Watched from a Z Fold 4. Seems like I&#39;m in good shape.
UgyeNe3ETUiC80YoSI14AaABAg,I understand the whyd people want the foldable...but flip? it seems tacky and serves no purpose 😕
Ugw04SnXJBziqDXodtp4AaABAg,"I thought I was over the flip series, but then they let me upgrade for $50 with my trade in Flip 4... I might be stuck in loop I don&#39;t want to be in anymore 😅"
UgwVna1Qc5CaYT8X1w54AaABAg,Samsung is behind...Motorolla&#39;s flip phone and several folding phones from China blow theirs out of the water.
UgxUw0JJLkQk3rl3W4l4AaABAg,"Its not about being safe.... its really about being lazy and the lack of competition. The reason why they did not make any changes is because they do not have that much competition. Okay ill say it,,, Apple does not have a foldable phone. So they h=do not feel any competition other than from Apple. Also, they lack ideas of their own. Once Apple will release a foldable phone... you will see more developments from Samsung. Then Apple will come out with cool feature for their foldable phone and Samsung will just copy it. That is really how it is.... when you have no competitor, these company will not need to provide people with too many features which will increase their cost."
Ugw0CBJ9jpNMvj-Y3nR4AaABAg,"I guess I&#39;ll be holding onto my Note 10 Lite a little longer.  I really want a Fold but I NEED the stylus to go into the phone like a Note.  I don&#39;t want anything sticking out and I really enjoy all the advantages the S-pen brings.  I&#39;m begrudgingly giving up on a headphone jack, but I refuse to buy anything where the recommended stylus doesn&#39;t fit into the phone.  My Nokia 5800 back in the day spoiled me forever.  That phone was ahead of its time.  I legit used it from ~2010 to 2016 (with an unfortunate foray into iPhones for part of that).  I want to stick with Samsung, but I do not support companies charging more for less.  ~$2000 for a phone?  My Note 10 Lite has a headphone jack, microSD card (that is invaluable when you need to take the SD card out of your car&#39;s dashcam to replay something when you&#39;re not at home), AND an S-pen that fits inside the device and I got it brand new for less than $600."
UgyNT5XAgxCjiNhPvQV4AaABAg,Solid content as always
UgxRkwhyX7T9A2Yr0AF4AaABAg,"Although I own the S23U n loving every bit of it, but was jus wondering why Samsung, with all of their billions of worth, can&#39;t get rid of the crease on their folds like how a smaller company like OPPO can achieve?"
UgyMUAJo7RVvIxbWTfl4AaABAg,The hinge is a MAJOR update to me
Ugze0EwXRLRbJ97TQ254AaABAg,After having all the Folds(1 through 4)... I couldn&#39;t take Samsung not making the dimensions any wider. My Google Pixel fold is now my new daily driver. I&#39;ll miss you Samsung. Maybe next year.
UgyjrySTS5zS_vVkLVV4AaABAg,"Soo...can the coverscreen of the new ZFlip be used for anything other than the dumb widgets? One reason I&#39;m thinking of switching to the Razr is because you can use basically the whole phone without opening it. Without that functionality, making the screen bigger is pointless."
UgwUWBCJbtEOuQNxLgJ4AaABAg,"accept the old large galaxy phones had 16x9 screens, which is far and away better than these stupid arbitrary ridiculous tall and skinny phones. LG was smart when they made the G6 with a 18:9 (2:1) screen. and they had camera and software features that made sense. then samsung ruined everything."
UgxZTnajTINGXyTUXaB4AaABAg,As a Z flip owner that&#39;s all the change we wanted.
Ugx7BWi4BtyEbiykoxh4AaABAg,"All I want is a Fold with as less bloatware as possible, 120HZ VRR Screen, larger battery, actual flagship cameras and without a crease. Gotta wait a few more years I guess. Rocking my old phone for 6 years now since I&#39;ve been saying &quot;I will probably get next gen&#39;s foldable&quot; for 3 years now"
UgziAdydu9g75LPcdxd4AaABAg,We all know samsung we’ll just wait for apple’s foldable and make improvement only based on apple’s. We saw this in almost every new category that they entered like smart watch and tablet.
UgxU7gJbmrqnlLgnTzN4AaABAg,"🎯 Key Takeaways for quick navigation:<br><br><a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=00m00s"">00:00</a> 📱 Samsung has released the Z Fold 5 and Z Flip 5, which are similar in design to last year&#39;s models, with some minor upgrades.<br><a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=00m55s"">00:55</a> 📏 The Z Flip 5 now folds completely flat and features a larger 3.4-inch cover display, making it more usable before opening the phone.<br><a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=03m19s"">03:19</a> 🔆 The Z Fold 5&#39;s inside display is much brighter, reaching up to 1,750 nits, significantly better than last year&#39;s 1,000 nits.<br><a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=03m48s"">03:48</a> 🖊️ The new S Pen for the Z Fold 5 is 40% thinner and does not go inside the phone, but it can be carried alongside the phone in a case.<br><a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=06m44s"">06:44</a> 📱 Samsung appears to be settled into its current form factors, not making drastic changes, and is focused on iterating within its existing designs."
UgwkLetzTJfSc5ZQGyx4AaABAg,"LOh yeahhhh,  the Mega. Huge."
Ugx_VHR8UYc7T6miGbh4AaABAg,that S9 is comically big - honestly they should release a foldable version of THAT.
UgxfjzAy1pfnZPs32VV4AaABAg,You&#39;re a cool dude.
Ugzrap7SZzIzWwVOttZ4AaABAg,Motorola ulta z is a BETTER phone
UgysYPdF4_uSYRZPPWZ4AaABAg,@AMD 🤝 @FutureFarming1<br>🌮 🌏
Ugx3Fg7UGoDwqH7uPRh4AaABAg,Thank you for your Channel Content and work Great information keep sharing with us Appreciated very much 👍🏻👍🏻
UgwhKubgJB4q8J9Us6Z4AaABAg,<b>sad face</b> waiting until next year cause I don&#39;t a fold or flip phone.
UgwXOKpwWWvJ52WpCFp4AaABAg,Five generations of irrelevance. I’ve never seen anyone use a foldable IRL
UgyV1cwDrRZ3SiwFVGF4AaABAg,"Several Chinese companies release products similar to Samsung, but there is a sense of security that only Samsung products are genuine"
Ugw9sySi9tUKKF2OrDJ4AaABAg,Remember the Dell Streak 5 and it&#39;s 6.03 in of phone?
UgxmrZAd7OyDoK9Ceu94AaABAg,"To me Samsung settled long ago, since the Note 10 or 20 if I remember correctly, it was barely different from the year before. Same for S21 or S22, about the same. <br><br>The only phones they focused on was Ultras, and it was also mainly main cameras and spen inside and outside, also spen minor updates, bigger battery and exynos to qualcomm, then 8gen2 made everything much better, no more game optimization throttling, better endurance, less heat soaked. Any Dex improvements or underdisplay fingerprint or faster wired/wireless charging, can&#39;t recall."
UgyktcrQd29AK2eCp_R4AaABAg,"Has he interchanged flip and fold here? <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=5m06s"">5:06</a>"
UgwztUkOmfC8iXuYPQt4AaABAg,I was finally planning on switching from Apple to the Zfold 5… if it was OLED. Don’t think ima make the switch anymore.
UgwP68iwhIMFgVwSwwV4AaABAg,I think samsung is getting better than iphone
Ugw_Ito-WwaFRdrfXKJ4AaABAg,No soporto la voz de la pista en Español 🤢🤢🤮
Ugw-s1iJtHWGUwDNfSR4AaABAg,main screen size should be 8.8inch
UgwzR-fVAXta1wyphhR4AaABAg,"I don&#39;t think it is enough to get me to swap from my fold 3 still, but the hinge is beautiful. The second that s pen in inside the phone I am picking up that gen day 1"
UgyGiDosCltXbJndIn94AaABAg,"See, those are the first flip/fold phones that are only just starting to feel like they&#39;re more than a prototype... but honestly I still just want the tri-fold tablet from WestWorld"
Ugw9DVsaWsEoV0u7C_N4AaABAg,Samsung has officially become Apple. The new phones have a new chip and color. That’s it. Lame…
UgyPTBigOcb99DofTf14AaABAg,"man if the fold had an integrated s pen id jump on it in a heartbeat, its a minor nitpick but i love having it in my note, and not needing a lame case to hold it+pay extra for it"
UgxUOPXCenHOVrik5Ht4AaABAg,Gimmick
UgyXdFX2V1UGDSRAe0B4AaABAg,"The Z Flip/Fold series looks so alluring... until you get one. Within the first month or two, the &quot;screen protector&quot; has debris in it. In 6 months, it ages as much as a regular phone will in 2 years. And if you ever drop it, the hinge dies, unable to fully unfold or keep the 2 halves aligned. And the best part? It won&#39;t be covered in the manufacturer warranty! <br>In short: appreciate this design and technological marvel... but from a distance.<br>Source: a sad Z Flip 4 owner"
UgztrCHyHJxVEvdrBg14AaABAg,"If I had told you that this product came with the same design, same specs, same cameras, same battery capacity, but with just a newer chip, you think I was describing the iPhone 14. <br><br>Sadly this is Samsung currently."
UgxXX73-CEdQhg_FT154AaABAg,Why I am listening this in Spanish?? Where is the English version
UgzcTXSy4WW3MrENH2l4AaABAg,I&#39;m disappointed in Samsung this year
UgxeMvT9Yf4UUDWRO354AaABAg,Honour Magic 2 looks better overall than all foldable phones periodt😂
Ugz4hESIH6SOJKDkfeJ4AaABAg,Well the screen on the flip is bigger. The outside screen.
UgzpPC35UFW6jDGp6Gd4AaABAg,2 rubbish phones right there. 😂
UgzjIRemuHN3XOlnorZ4AaABAg,i like thee single screen dimentions like on the duo2 (shorter and wider). for people who are all thumbs. <br>Why don&#39;t we get anything like that anymore?
Ugzk1TGj13ZzvOKZ-EB4AaABAg,"My Pixel 6 is great but I just can&#39;t use it with one hand. The &quot;regular&quot; phone size nowadays always feel like oversized in my opinion. In that way, the size of this phone looks a great proposition: It is thin and practical when folded, for quick and easy use, while providing an &quot;expert&quot; larger option. Makes sense to me and I&#39;m looking forward to try it. It is like having a small 2 seat for commuting, and a sedan for travelling."
UgzsStOko5plzJ1vUiB4AaABAg,"As an note user, I will wait for zFold has internal Spen. External Spen? A big no"
Ugz_ZXC3cyr7w_nTviV4AaABAg,"imo the price needs to come down a good bit. $1500 seems reasonable for the fold.<br>The large outside screen on the flip seems counterintuitive, you buy a small flip phone to get a barrier before actually using it and not to do everything you&#39;d do on a normal phone but on a tiny screen...<br><br>How&#39;s the Fold&#39;s folded form factor compared to Sony&#39;s Xperia 1 phones? they&#39;re prettty tall as well."
UgyMGCTShBHMpP08l0l4AaABAg,Please don’t buy.. screen of zip 4 went for Toss and samsung didn’t bother to help…
UgxBxAL3gQjT4UKcr-94AaABAg,No camera upgrades in 2023!?
Ugw8TYav7rMm3A0y9-R4AaABAg,Waste of time to watching Samsung video
UgzVDf-J7dZQLpNObXV4AaABAg,"Well I really hope to see Samsung will package in better camera module instead, not sure how difficult to be done technically but still you know, an expectation."
UgwGgco5LOpalJMdfYx4AaABAg,foldables have already plato aka the novelty has wore off.
Ugx6DZjq-cfvoYHgDW54AaABAg,"still waiting for a folding tablet, that&#39;d be nice to have- an ipad pro that can fold into a size of an ipad mini."
Ugx14fB28Hu8ZpXJ3tp4AaABAg,"My Zfold 3 has it&#39;s inside factory glass-protecting plastic film separating again in the middle (for the second time - my wife&#39;s Flip also) and so I do hope they&#39;ve improved that technology. I get that it&#39;s just plastic film, but I&#39;d still like it to not do this again. Which I suspect is impossible hence why Apple still doesn&#39;t have a foldable (maybe they do, but it&#39;s locked up in a basement somewhere until they can figure out how to protect the folding screen)<br><br>Other than that, this is the best phone I&#39;ve ever owned. Battery life, camera, everything is awesome."
UgzDaoWy2s7J2eQmSsZ4AaABAg,"if they made a passport shaped , they&#39;d just call it the mini version <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=6m44s"">6:44</a>"
Ugxk-rBTzrHP9BLG2HJ4AaABAg,Oh how boring.
Ugzn3hld86RsrgDpsmp4AaABAg,Now watch...the iPhone is going to release and this mfer here will be like &quot;its the best thing everrrrrrrr&quot; smmfh what a joke
Ugz1KnpbfwuwgICKN2J4AaABAg,I am just bored with all the phones today there is nothing that is an &quot;omg I have to have that&quot; model.... Everything is the same as last year with tiny tweaks
Ugx0_re2z_ol6sGzLoJ4AaABAg,"the s23 ulta selfie camera is a beast, but ok, the fold can use the back camera easily....but then the back camera should be improved this year!   the pen can now be integrated with the case (which you will use anyway on expensive phone like this) battery ok sucks!"
UgzxHXY1QOFCOtwcN7R4AaABAg,"One feature the cover screen really needs is the ability to unlock the phone. I have already had a screen failure on my flip4, and had to lose my data because I couldn&#39;t unlock it (something I never had to deal with my previous phones that took an SD card).<br><br>When the screen fails, not if, but WHEN it fails, there has to be a better way to get data off the phone"
UgxXBgFiqtU1deRlly54AaABAg,Not upgrading my flip4. I honestly prefer the smaller outside screen so it minimizes my phone usage.
UgyQo6hEa0WeInomwZV4AaABAg,"Wtf, I&#39;m casting this video on my tv and it&#39;s playing in Spanish and I can&#39;t change the language."
UgyskluvJAeF5cFd2Dl4AaABAg,I&#39;m actually glad it didn&#39;t upgrade at all...personally I don&#39;t get new phones every year anyway 😭
Ugy5eJIWOQVQUu7bThJ4AaABAg,Have you used the new S-Pen to write yet? Does it feel the same? Or does it feel closer to writing on a Note?
UgwqV8DaQEYJrxBt7BR4AaABAg,These devices are for beta testing.
UgyFwOW1iFQAL9Uwxm14AaABAg,"That sucks, I&#39;ve just been waiting for new cameras to ditch the ultra series."
UgzwvkLA-U-StIADJr14AaABAg,Is it settling when it becomes a standard
UgyAaPQsQt145MjPckB4AaABAg,3 vids in 5 days is wild!! Good stuff Marques
UgzEq6qCCFHE1IX0dNx4AaABAg,Marques can you do a side by side external audio comparison between Flip 5 vs Razr 2023 Thanks
UgwKA9w_bTCST-pGw3V4AaABAg,"So I don&#39;t missed much of this upgrade, well another year for my Flip 3"
UgyMm2OUn5PKzgMIS3d4AaABAg,You are making my childhood dreams come true.<br>Thank you <b>SAMSUNG</b>
UgyIqEJVKNvyloJ6rxd4AaABAg,I&#39;m using the fold 4 and I personally love the narrow front screen. 🙂
UgwDzhkgrpgFbS1Vnlh4AaABAg,Not buying and dont own... not worth.. battery sucks
Ugx_Oz2jucSrzOwlERF4AaABAg,If you want to see the most settled phone in the world look at the iPhone. It&#39;s the definition of settled
Ugz5qBVzsG2NhR-mkbh4AaABAg,"Samsung says message that no need to upgrade for each version, doesn&#39;t worth."
UgyEQRrLldaPrtIepbh4AaABAg,Genuinely curious who’s buying these beyond enthusiasts? Don’t think I’ve seen them in the wild more than a couple times
UgwUgVl-d2Xa8zYF_6d4AaABAg,I&#39;m still waiting for a Fold with flagship cameras and an S-Pen slot.
UgxHYOrvLdPmd_SGE814AaABAg,Dave2d had a much more thoughtful take on the Flip 5
Ugw3O_e3G1BMxQzXyPN4AaABAg,Phone is perfect but one thing they improve camera quality..<br>Phone bcm best in it field❤
Ugyc3WV1vi563QpytFR4AaABAg,"Still on my flip 3, I&#39;m considering the new Moto Razr"
UgwsWiEt26AwRmMuKZd4AaABAg,"The reason samsung wont make any major changes is because no one is able to catch up. So if today someone wants to try a foldable phone for any reason, they will go to samsung ...due to way too many advantages ...so less people start making a different choices ...samsung will actually start working on the reasos to get people to bye samsung instead ...i mean yes moto, vivo, pixels have foldable but they dont seem to be a competetion at all ..in most parts of the world..."
Ugwg9wi2PfP83ds5p1F4AaABAg,"You lobe apple phones , i think they are worse when it comes to innovations"
UgwDt2K7tNry2R44MjV4AaABAg,Can someone tell where I can get that wallpaper? Z flip 5
UgzLQ0umrz5PTkbtXN54AaABAg,My first actual smart phone is the Galaxy Mega!!!
UgwkUCvdxL0XNDqJRKh4AaABAg,"<a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=8m21s"">8:21</a> fin."
Ugwtbnjhx5q4qvwVSTd4AaABAg,Kinda frustrated that the battery didn&#39;t increase if they&#39;re increasing the size of the screen on the front.
UgyFUsvBClmCADqiW794AaABAg,I love it ypur like the rest your honest  same same flip 5 changed a bit
UgzAvQNQBmpqGjOoLJB4AaABAg,"Fold 5 = Most EMBARRASSING phone ever released for $1800. WOW! It&#39;s unbelievable how the Honor Magic V2 is now TWO full generations better in design than Samsung.  No stylus support on the cover screen (unlike the V2). God awfully slow 25W charging (Vivo X Fold 2 charges at 120W and includes the charger in the box!).  Terrible narrow aspect ratio on cover screen. The same pathetic deep gap/crease as 3 years ago (which other companies have long since fixed). Still much much heavier than the best competition that exists (V2 weighs even less than an S23 Ultra).  As thick as a brick compared to several Chinese foldables yet suffers from much-much-smaller battery syndrome.  Same camera from last year (which was already an inferior disappointment even 12 months ago).  Poorly designed sharp bottom-left corner that digs into the palm (again, unlike the superior competition). No decrease in price (any surprise the Honor V2 is selling like crazy now in China?).  The Fold is not popular like the Flip for a reason - it&#39;s a terrible design!  Who is going to buy this device at $2000 w tax and then be stuck with it (its slow 25W charging etc) for several years before their next phone purchase? Seriously who? The upcoming OnePlus Open and eventual global release of the V2 could not come sooner.  🎉 Their arrival is badly needed as Samsung has just output its most expensive yet laziest design on record.  So the next 10 months will be Samsung&#39;s most embarrassing ever.  No doubt."
Ugw2wX8geuB7n_R1SyN4AaABAg,Waiting for the Big Boss to Arrive 🍎
UgxWSYBBptRroGzDo8x4AaABAg,"I really love fold phone, and i bought fold3, but I&#39;m getting a lot of screen demage review, i sold it out and am waiting in the future to get better than the previous."
UgzKk03IPa21TFB5A5Z4AaABAg,"So Samsung pulled an Apple move minimal upgrade, same phone. Got it!"
Ugxux1fEkRuRiS-ymVB4AaABAg,Can video call on outside screen??
UgzgYCdO2H2_nQdYXJ94AaABAg,I want a fold phone I still have my galaxy s10+ but I rarely use it
UgzbJtHDiuMKdAr1xfZ4AaABAg,"Samsung only interested in doing business, never worried about customer. Samsung like companies uses loopholes with name of policies. Recent experience of purchasing Samsung is very disappointing.Never buy Samsung 😡"
UgwkQfWcYZCfFnMDKuh4AaABAg,$1000 for the flip? Talk about targeting the wrong audience lol. Boomers would be eating that thing up but not for a grand.
UgwjxIpaVpQiwPj6G3B4AaABAg,I was so excited for the flip but it just isn&#39;t enough for the pricing. I hope the Pixel 8 Pro is promising. I have been using the same phone for the last 4 years so I&#39;m looking forward to a new phone. So far nothing has gotten me excited to invest.
UgzoKhwrw5E7ahRUsLd4AaABAg,I had the fold 3.  The skinny front display has for to go.  It&#39;s impossible to type with it.  Making the front display good only for reading notifications.  It was too skinny for reading web pages or articles.  And navigation was awful.  But open the fold and it changes to a great mini tablet.
UgzaykYK0Cix6Os8V5N4AaABAg,"The whole fold thing it still feels like a beta, they should focus on improvements or reducing the price"
Ugxb2rD2cvpx4mh0qbV4AaABAg,Yall talking so much about how it&#39;s the same phone but Apple been doing ya dirty for the past 10 years with the same design 😂😂😂
UgzLqq0HnF5ENrfScRx4AaABAg,And i&#39;m still using Galaxy A20S😢
UgzyOUK1KPjKVIAGEWZ4AaABAg,Same cameras? the only reason people buy new phones nowadays lmfao. What a joke.
UgxifD2YVX7sU_ZTbtl4AaABAg,I read some say to wait for the Fold 6 which would have major changes.
UgxuBsJnXAZc2QqOEnJ4AaABAg,Porque me sale el audio en españo? 😮😮😢😢😢
UgxtbGFfTD7zzY8PoSl4AaABAg,"I had to actually pause the video and stare at disbelief on how comedically huge the tab S9 is, my God😂😂😂"
UgxXB71H27NU1W5nhnp4AaABAg,"So the only new about z fold 5 is that it fold completely flat (<a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=0m58s"">0:58</a>). I watched the entire video but only that part at <a href=""https://www.youtube.com/watch?v=Eo-oFWyxdUo&amp;t=0m58s"">0:58</a> caught my attention."
UgzYXjmH4ZgHzyTdM854AaABAg,Man i love watching MKBHD so much this guys tech reviews are so perfect he never shows bias to any company and truly speaks from a technological point of view even considering how the company operated and comparing with their other phones and where they want to stand there is a reason why your the best!!!!! ❤
UgzaySl3ReaF6p8GcGx4AaABAg,Fold 5 will bump up the sell of Fold 4.
UgzeZYzePQ3Ect6ycex4AaABAg,Don&#39;t waste your money
UgwHQ1etPlMNIubycfB4AaABAg,Car models barely change every year.. this is slowly happening with phones too..
UgztMWfWwpLrB1C3i8p4AaABAg,I feel like I&#39;m in the minority but I love the size and shape of the fold&#39;s front screen. Something about it just really clicks with me and i love the shape. Sure it&#39;s not the best aspect ratio for most apps but I still love it
UgxIZdn2ZwUA9RgwupV4AaABAg,"Wait, what happened to “MKBHD Here” in the intro?"
UgzGoPZpltpzCV8tDAR4AaABAg,at least they slightly fixed the one issue with the fold 3 and 4 that annoys me the most is the location of the flash. on the 4 and the 3 its under the camaras making useing the flashlight function difficult in tight places or looking under things
UgzBqoMc4SSpAeEH0kZ4AaABAg,"Everything and everytime Marquez makes a video or say something becomes a topic to think about.<br>You are doing a great job mate.<br>I&#39;m glad to be a subscriber.<br>Keep it up, simple yet bold"
UgzgkHXUobm0AB4_L9h4AaABAg,"Dang, no internal stylus storage is a deal-breaker for me :("
UgxgU_I_eJSGv14_o7N4AaABAg,I couldn&#39;t tell if your last comment about the large 14&quot; S9 tablet was sarcasm or not. Lol are you truly glad it exists Marques? 😅
UgxaylyMvxSQhRagAoN4AaABAg,"Bro, you don&#39;t talk that way negatively when Apple keeps giving the same minimum hardware updates , lol! Common man."
UgxC8QYmi_B0rKmGqQ14AaABAg,"i was a samsung user for almost a decade, but lately the super skiny aspect ratio has just gotten too annoying, and the samsung required duplicate apps are the killer for me, i hate having 2 calendar apps, 2 messages apps, 2 of almost all the default apps, just let me uninstal the one i dont want"
UgytSfHUFDeqzjEzl414AaABAg,That intro reminds me of kofuzi
UgxWUbro8gCb84tjyE14AaABAg,the fold needs a wider front screen and a flagship tier camera for its price
UgxQA0vxYvVycY9e7sd4AaABAg,I have my old old fold 3 and as far as I can see there is no reason to upgrate it. I&#39;ll wait until they integrate the stylus and update the cameras at least to the current &quot;ultra&quot; level. P.S. I want s tab 9 ultra.
UgyKPipMnWN_EwSb9xt4AaABAg,"YOURE JUST GONNA SKIP OVER THE PART ZFOLD 5 CAN PLAY YOUTUBE VIDEOS ON THE FRONT SCREEN. AS A FLIP USER, THIS IS HUUUUGE"
UgxoDwYJIxUXsBI85xR4AaABAg,So no new cameras?
Ugz2HJg_gIvcdhmWoXd4AaABAg,"If you focus on the camera, the foldable smartphone cannot secure the thickness of the camera part, so it is optically disadvantageous and has only disadvantages.  And it is difficult to take a picture because of its shape.  Also, as the number of moving parts increases, the durability will inevitably deteriorate."
UgzAwaQkd-X5qWLh5154AaABAg,so no software improvement? samsung is samsung👎🏼👎🏼
UgwEKmUYb5YuLyn8eFJ4AaABAg,"owning a flip3, i really dont like the look of the flip5 front screen. i love the way the flip3 and flip4 front panels look, the flip5 just looks gimicky, unless you can have the outside display on all the time.. then id flip (lol) - love them improving the hinge and letting it lay flat though. huge issue with playing games on my flip3, i have to play them holding the phone and my hands arent big enough to do that, so its a nice qol change"
UgzEog9LVeDtG7f1izl4AaABAg,Here&#39;s hoping they fixed the various hinge issues on those 4th gen foldables. I was considering a fold 4 since 5 ain&#39;t much of an upgrade but sounds like those issues plagued that last gen. Looks I&#39;ll just be replacing the battery on my aged fold 3 and hope I can get a sweet deal later if they hold up.
Ugyde4BIw9aUeiwZm-B4AaABAg,they&#39;ve hit a threshold.
UgzQvPAT1K6pbWVmVM94AaABAg,whats up with the; hating everything that is not 30fps? please explain :)
Ugx1dHW4wkG2c2l183J4AaABAg,Approximately 60% of countries don&#39;t know what is apple pay or Google pay is. Just for example<br>Here they see in Domminican repoplic you  try to pay with apple pay the don&#39;t understand what is it. You explain them again and again and again it is apple pay!!!!! The smartphone support visa or and Mastercard payment system. They just don&#39;t want to understand. God. It is so frustrating!!!
Ugx8MIbETkINUQz7S_R4AaABAg,I wanna see a sliding phone or a side kick flip style like that lg phone from a few years ago
UgzisNPZT8b9ndNw5WF4AaABAg,Out raging the price the want!!!
Ugzk2AYrYyt2dhaIZuJ4AaABAg,I guess I will be sticking to my Fold 3 again this year. I want way better cameras and wider outside display. 😢
UgwhUJI_gbRw4yL4aIx4AaABAg,This is very expensive. For nothing!!!!
UgxUqcTpMIhidnMbmd54AaABAg,You say the camera is the same but the camera on the google pixel was the same for like 4 years yet they improved the photos with software. Is that the case here?
Ugx8P5Sm_h2R3ItTd7x4AaABAg,1200 usd for a new iphone!<br>This is very very very expensive!!!!
Ugz9HZKH8polCc5pSSB4AaABAg,I got zfold 3 been impressed on how much of a tank this has been. I been rocking it naked for almost 2 years. Countless 5ft drops been in fresh and salt water still no broken glamss everything still works. Now get this a few weeks ago I dropped it quite good and the screens wouldn&#39;t turn on (even thought i could tell the phone was on). Looked it up on the internet and people told me to just open it and punch the screens real hard a couple of times..... It worked!!!😂😂😂 I went to town on the phone cause i really didnt care if it broke but darn the screen politely turned on and now everything is fine. So say what you want about zfolds but Samsung did an amazing job on these!
UgxJwJkqE2gTRT-bGjx4AaABAg,In australia .. the price for fold 5 is almost 3K....
UgwyJ4k5D7omI3PBUeh4AaABAg,Yeah lets copy apple making minimal updates every year to our devices (says samsung) 🤣 only apple can get away still making sales with minimal updates. Samsung really thinks they can compete with apple based on this mentality. NEVER
Ugz_S_ciGjqadewVY_l4AaABAg,"Wow, a $1k phone w/ 256GB SSD in 2023 gets a thumbs up I guess. But currently, you can buy Intel 670p 2TB NVME for $70 or lesser = THUMB down all the way."
UgwpK7yAxhjWMfCjIYZ4AaABAg,Intro and outro music : &quot;Can&#39;t get over&quot; by Ballpoint.
